,from_aggr_zone,to_aggr_zone,product_group,year,amount_tons
367,(L)Ofoten og Vesterålen,Rogaland,Break bulk (slow),2020,159.47951842290712
368,(L)Ofoten og Vesterålen,Rogaland,Break bulk (slow),2025,187.85921600461242
369,(L)Ofoten og Vesterålen,Rogaland,Break bulk (slow),2030,221.3472006642814
370,(L)Ofoten og Vesterålen,Rogaland,Break bulk (slow),2040,245.17235231851262
371,(L)Ofoten og Vesterålen,Rogaland,Break bulk (slow),2050,278.725198746613
372,(L)Ofoten og Vesterålen,Rogaland,Container (fast),2018,816.1327847431397
373,(L)Ofoten og Vesterålen,Rogaland,Container (fast),2020,763.4866645553432
374,(L)Ofoten og Vesterålen,Rogaland,Container (fast),2025,863.0194400065767
375,(L)Ofoten og Vesterålen,Rogaland,Container (fast),2030,975.697387299692
376,(L)Ofoten og Vesterålen,Rogaland,Container (fast),2040,1092.874192727911
377,(L)Ofoten og Vesterålen,Rogaland,Container (fast),2050,1246.7236420981071
378,(L)Ofoten og Vesterålen,Rogaland,Container (slow),2018,1774.828489958812
379,(L)Ofoten og Vesterålen,Rogaland,Container (slow),2020,1643.385580727923
380,(L)Ofoten og Vesterålen,Rogaland,Container (slow),2025,1798.8446610693636
381,(L)Ofoten og Vesterålen,Rogaland,Container (slow),2030,1970.320082949792
382,(L)Ofoten og Vesterålen,Rogaland,Container (slow),2040,2142.1964524909704
383,(L)Ofoten og Vesterålen,Rogaland,Container (slow),2050,2455.3771360761957
384,(L)Ofoten og Vesterålen,Rogaland,Dry bulk,2018,4843.808091765377
385,(L)Ofoten og Vesterålen,Rogaland,Dry bulk,2020,4778.203576580363
386,(L)Ofoten og Vesterålen,Rogaland,Dry bulk,2025,5309.13046099889
387,(L)Ofoten og Vesterålen,Rogaland,Dry bulk,2030,5907.6756510200985
388,(L)Ofoten og Vesterålen,Rogaland,Dry bulk,2040,5868.917816716014
389,(L)Ofoten og Vesterålen,Rogaland,Dry bulk,2050,6573.114904730854
390,(L)Ofoten og Vesterålen,Rogaland,Liquid bulk,2018,15.342932957716
391,(L)Ofoten og Vesterålen,Rogaland,Liquid bulk,2020,15.0742264987783
392,(L)Ofoten og Vesterålen,Rogaland,Liquid bulk,2025,16.5649470609475
393,(L)Ofoten og Vesterålen,Rogaland,Liquid bulk,2030,18.203087976304
394,(L)Ofoten og Vesterålen,Rogaland,Liquid bulk,2040,17.8406898453463
395,(L)Ofoten og Vesterålen,Rogaland,Liquid bulk,2050,19.2589235635429
396,(L)Ofoten og Vesterålen,Rogaland,Neo bulk,2018,133.54294218312626
397,(L)Ofoten og Vesterålen,Rogaland,Neo bulk,2020,134.58175252203745
398,(L)Ofoten og Vesterålen,Rogaland,Neo bulk,2025,150.2203414197126
399,(L)Ofoten og Vesterålen,Rogaland,Neo bulk,2030,167.81358756744157
400,(L)Ofoten og Vesterålen,Rogaland,Neo bulk,2040,166.82365874178254
401,(L)Ofoten og Vesterålen,Rogaland,Neo bulk,2050,190.30146574530826
402,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (fast),2018,9.35107117066766
403,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (fast),2020,8.45963546065102
404,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (fast),2025,9.38749249738753
405,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (fast),2030,10.417117356700551
406,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (fast),2040,11.805565732072221
407,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (fast),2050,13.1681414197861
408,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (slow),2018,9.650915493429
409,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (slow),2020,9.13449009417393
410,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (slow),2025,9.81641660630878
411,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (slow),2030,10.549251681829
412,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (slow),2040,10.229647140651
413,(L)Ofoten og Vesterålen,Sogn og Fjordane,Break bulk (slow),2050,10.6712465176429
414,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (fast),2018,9160.434554345422
415,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (fast),2020,8272.298402369213
416,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (fast),2025,9140.188130216922
417,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (fast),2030,10099.614950232404
418,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (fast),2040,11348.827557122178
419,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (fast),2050,12647.863541487633
420,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (slow),2018,3663.8383414023224
421,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (slow),2020,3289.249986608337
422,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (slow),2025,3564.1245936559067
423,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (slow),2030,3863.017077279101
424,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (slow),2040,4098.630048237506
425,(L)Ofoten og Vesterålen,Sogn og Fjordane,Container (slow),2050,4537.975640868722
426,(L)Ofoten og Vesterålen,Sogn og Fjordane,Dry bulk,2018,6188.090001152463
427,(L)Ofoten og Vesterålen,Sogn og Fjordane,Dry bulk,2020,5769.566419555643
428,(L)Ofoten og Vesterålen,Sogn og Fjordane,Dry bulk,2025,6590.717729265219
429,(L)Ofoten og Vesterålen,Sogn og Fjordane,Dry bulk,2030,7534.292922802163
430,(L)Ofoten og Vesterålen,Sogn og Fjordane,Dry bulk,2040,7069.24059682124
431,(L)Ofoten og Vesterålen,Sogn og Fjordane,Dry bulk,2050,7681.5462945992485
432,(L)Ofoten og Vesterålen,Sogn og Fjordane,Liquid bulk,2018,15.9359589045845
433,(L)Ofoten og Vesterålen,Sogn og Fjordane,Liquid bulk,2020,15.2367743957048
434,(L)Ofoten og Vesterålen,Sogn og Fjordane,Liquid bulk,2025,16.8083534207065
435,(L)Ofoten og Vesterålen,Sogn og Fjordane,Liquid bulk,2030,18.5420311004288
436,(L)Ofoten og Vesterålen,Sogn og Fjordane,Liquid bulk,2040,18.499499929512
437,(L)Ofoten og Vesterålen,Sogn og Fjordane,Liquid bulk,2050,19.6117144416121
438,(L)Ofoten og Vesterålen,Sogn og Fjordane,Neo bulk,2018,110.07528158819497
439,(L)Ofoten og Vesterålen,Sogn og Fjordane,Neo bulk,2020,106.5829590871944
440,(L)Ofoten og Vesterålen,Sogn og Fjordane,Neo bulk,2025,116.98898501311375
441,(L)Ofoten og Vesterålen,Sogn og Fjordane,Neo bulk,2030,128.41941999619033
442,(L)Ofoten og Vesterålen,Sogn og Fjordane,Neo bulk,2040,128.5355815744733
443,(L)Ofoten og Vesterålen,Sogn og Fjordane,Neo bulk,2050,137.91697488452803
444,(L)Ofoten og Vesterålen,South Sweden,Break bulk (fast),2018,1980.3052139357837
445,(L)Ofoten og Vesterålen,South Sweden,Break bulk (fast),2020,1814.8440040540922
446,(L)Ofoten og Vesterålen,South Sweden,Break bulk (fast),2025,2127.0315200125565
447,(L)Ofoten og Vesterålen,South Sweden,Break bulk (fast),2030,2492.9304227471703
448,(L)Ofoten og Vesterålen,South Sweden,Break bulk (fast),2040,2995.554093300024
449,(L)Ofoten og Vesterålen,South Sweden,Break bulk (fast),2050,3706.4474697056667
450,(L)Ofoten og Vesterålen,South Sweden,Break bulk (slow),2018,341.0430868587391
451,(L)Ofoten og Vesterålen,South Sweden,Break bulk (slow),2020,311.3168107766597
452,(L)Ofoten og Vesterålen,South Sweden,Break bulk (slow),2025,360.924177374581
453,(L)Ofoten og Vesterålen,South Sweden,Break bulk (slow),2030,418.4769909074676
454,(L)Ofoten og Vesterålen,South Sweden,Break bulk (slow),2040,496.41283144159473
455,(L)Ofoten og Vesterålen,South Sweden,Break bulk (slow),2050,607.8799413738113
456,(L)Ofoten og Vesterålen,South Sweden,Container (fast),2018,9190.74956257644
457,(L)Ofoten og Vesterålen,South Sweden,Container (fast),2020,8416.688012820845
458,(L)Ofoten og Vesterålen,South Sweden,Container (fast),2025,9849.761135515957
459,(L)Ofoten og Vesterålen,South Sweden,Container (fast),2030,11526.837430463915
460,(L)Ofoten og Vesterålen,South Sweden,Container (fast),2040,13825.818538495501
461,(L)Ofoten og Vesterålen,South Sweden,Container (fast),2050,17087.890012317854
462,(L)Ofoten og Vesterålen,South Sweden,Container (slow),2018,15576.752479313165
463,(L)Ofoten og Vesterålen,South Sweden,Container (slow),2020,14274.663671948505
464,(L)Ofoten og Vesterålen,South Sweden,Container (slow),2025,16729.231123501784
465,(L)Ofoten og Vesterålen,South Sweden,Container (slow),2030,19605.931594205544
466,(L)Ofoten og Vesterålen,South Sweden,Container (slow),2040,23554.87204105338
467,(L)Ofoten og Vesterålen,South Sweden,Container (slow),2050,29142.617640869663
468,(L)Ofoten og Vesterålen,South Sweden,Dry bulk,2018,231.12233527945187
469,(L)Ofoten og Vesterålen,South Sweden,Dry bulk,2020,209.8769157822066
470,(L)Ofoten og Vesterålen,South Sweden,Dry bulk,2025,234.00318804950163
471,(L)Ofoten og Vesterålen,South Sweden,Dry bulk,2030,261.8404570927417
472,(L)Ofoten og Vesterålen,South Sweden,Dry bulk,2040,273.3547057486269
473,(L)Ofoten og Vesterålen,South Sweden,Dry bulk,2050,302.56118411279397
474,(L)Ofoten og Vesterålen,South Sweden,Neo bulk,2018,421.3451175345594
475,(L)Ofoten og Vesterålen,South Sweden,Neo bulk,2020,384.81749937711726
476,(L)Ofoten og Vesterålen,South Sweden,Neo bulk,2025,447.33836626715083
477,(L)Ofoten og Vesterålen,South Sweden,Neo bulk,2030,520.085212229647
478,(L)Ofoten og Vesterålen,South Sweden,Neo bulk,2040,619.1616827556767
479,(L)Ofoten og Vesterålen,South Sweden,Neo bulk,2050,761.4821592754431
480,(L)Ofoten og Vesterålen,Troms,Break bulk (fast),2018,35333.13931162359
481,(L)Ofoten og Vesterålen,Troms,Break bulk (fast),2020,32722.114601285426
482,(L)Ofoten og Vesterålen,Troms,Break bulk (fast),2025,36386.88832032819
483,(L)Ofoten og Vesterålen,Troms,Break bulk (fast),2030,40498.66474323188
484,(L)Ofoten og Vesterålen,Troms,Break bulk (fast),2040,47173.679270059045
485,(L)Ofoten og Vesterålen,Troms,Break bulk (fast),2050,52667.795500627086
486,(L)Ofoten og Vesterålen,Troms,Break bulk (slow),2018,103377.27243212203
487,(L)Ofoten og Vesterålen,Troms,Break bulk (slow),2020,98547.48137521948
488,(L)Ofoten og Vesterålen,Troms,Break bulk (slow),2025,119828.42608219408
489,(L)Ofoten og Vesterålen,Troms,Break bulk (slow),2030,145837.7567311157
490,(L)Ofoten og Vesterålen,Troms,Break bulk (slow),2040,151647.69266108464
491,(L)Ofoten og Vesterålen,Troms,Break bulk (slow),2050,161139.28864864464
492,(L)Ofoten og Vesterålen,Troms,Container (fast),2018,26971.11707701508
493,(L)Ofoten og Vesterålen,Troms,Container (fast),2020,25082.024537256486
494,(L)Ofoten og Vesterålen,Troms,Container (fast),2025,28322.349143212334
495,(L)Ofoten og Vesterålen,Troms,Container (fast),2030,32009.763052344646
496,(L)Ofoten og Vesterålen,Troms,Container (fast),2040,38439.76584821004
497,(L)Ofoten og Vesterålen,Troms,Container (fast),2050,43224.87964100528
498,(L)Ofoten og Vesterålen,Troms,Container (slow),2018,104201.74787055896
499,(L)Ofoten og Vesterålen,Troms,Container (slow),2020,96646.38768615037
500,(L)Ofoten og Vesterålen,Troms,Container (slow),2025,107511.10809243232
501,(L)Ofoten og Vesterålen,Troms,Container (slow),2030,119627.10552497122
502,(L)Ofoten og Vesterålen,Troms,Container (slow),2040,133554.5896651099
503,(L)Ofoten og Vesterålen,Troms,Container (slow),2050,143022.64795490543
504,(L)Ofoten og Vesterålen,Troms,Dry bulk,2018,85155.23539475116
505,(L)Ofoten og Vesterålen,Troms,Dry bulk,2020,80211.13763225777
506,(L)Ofoten og Vesterålen,Troms,Dry bulk,2025,91093.57440759556
507,(L)Ofoten og Vesterålen,Troms,Dry bulk,2030,103679.91600153095
508,(L)Ofoten og Vesterålen,Troms,Dry bulk,2040,101336.10164460605
509,(L)Ofoten og Vesterålen,Troms,Dry bulk,2050,107195.0014108948
510,(L)Ofoten og Vesterålen,Troms,Liquid bulk,2018,4438.930456678401
511,(L)Ofoten og Vesterålen,Troms,Liquid bulk,2020,4363.2162292335
512,(L)Ofoten og Vesterålen,Troms,Liquid bulk,2025,4539.320198202034
513,(L)Ofoten og Vesterålen,Troms,Liquid bulk,2030,4748.845005592877
514,(L)Ofoten og Vesterålen,Troms,Liquid bulk,2040,4303.664624428027
515,(L)Ofoten og Vesterålen,Troms,Liquid bulk,2050,4465.516799062655
516,(L)Ofoten og Vesterålen,Troms,Neo bulk,2018,10682.358893426019
517,(L)Ofoten og Vesterålen,Troms,Neo bulk,2020,10421.43320062319
518,(L)Ofoten og Vesterålen,Troms,Neo bulk,2025,11332.883997230874
519,(L)Ofoten og Vesterålen,Troms,Neo bulk,2030,12331.032284626903
520,(L)Ofoten og Vesterålen,Troms,Neo bulk,2040,11827.320159400228
521,(L)Ofoten og Vesterålen,Troms,Neo bulk,2050,12496.240930548483
522,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (fast),2018,3063.402852485497
523,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (fast),2020,2915.8244012628143
524,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (fast),2025,3389.7560842512275
525,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (fast),2030,3943.279583103303
526,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (fast),2040,4909.846485991851
527,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (fast),2050,5759.006839646775
528,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (slow),2018,2504.747026283585
529,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (slow),2020,2458.429763603117
530,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (slow),2025,3084.573028932817
531,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (slow),2030,3871.1151777462787
532,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (slow),2040,4152.285086729887
533,(L)Ofoten og Vesterålen,Trøndelag,Break bulk (slow),2050,4566.378221291297
534,(L)Ofoten og Vesterålen,Trøndelag,Container (fast),2018,3500.0557065246867
535,(L)Ofoten og Vesterålen,Trøndelag,Container (fast),2020,3507.8733635079698
536,(L)Ofoten og Vesterålen,Trøndelag,Container (fast),2025,4237.8496225952185
537,(L)Ofoten og Vesterålen,Trøndelag,Container (fast),2030,5121.021513403719
538,(L)Ofoten og Vesterålen,Trøndelag,Container (fast),2040,7122.04170944265
539,(L)Ofoten og Vesterålen,Trøndelag,Container (fast),2050,8530.737009491939
540,(L)Ofoten og Vesterålen,Trøndelag,Container (slow),2018,3709.931175539118
541,(L)Ofoten og Vesterålen,Trøndelag,Container (slow),2020,3558.8374226976216
542,(L)Ofoten og Vesterålen,Trøndelag,Container (slow),2025,4077.2630163551457
543,(L)Ofoten og Vesterålen,Trøndelag,Container (slow),2030,4674.794878869578
544,(L)Ofoten og Vesterålen,Trøndelag,Container (slow),2040,5554.89982642604
545,(L)Ofoten og Vesterålen,Trøndelag,Container (slow),2050,6370.631521584821
546,(L)Ofoten og Vesterålen,Trøndelag,Dry bulk,2018,154729.10112767154
547,(L)Ofoten og Vesterålen,Trøndelag,Dry bulk,2020,155574.63072490157
548,(L)Ofoten og Vesterålen,Trøndelag,Dry bulk,2025,180753.57682748392
549,(L)Ofoten og Vesterålen,Trøndelag,Dry bulk,2030,210478.21336842322
550,(L)Ofoten og Vesterålen,Trøndelag,Dry bulk,2040,234992.1747162175
551,(L)Ofoten og Vesterålen,Trøndelag,Dry bulk,2050,259121.48869851595
552,(L)Ofoten og Vesterålen,Trøndelag,Liquid bulk,2018,428.6940759259235
553,(L)Ofoten og Vesterålen,Trøndelag,Liquid bulk,2020,431.9922947221537
554,(L)Ofoten og Vesterålen,Trøndelag,Liquid bulk,2025,492.2462979334337
555,(L)Ofoten og Vesterålen,Trøndelag,Liquid bulk,2030,561.0100879121741
556,(L)Ofoten og Vesterålen,Trøndelag,Liquid bulk,2040,576.9519768085878
557,(L)Ofoten og Vesterålen,Trøndelag,Liquid bulk,2050,665.2147261920153
558,(L)Ofoten og Vesterålen,Trøndelag,Neo bulk,2018,5006.488837099493
559,(L)Ofoten og Vesterålen,Trøndelag,Neo bulk,2020,5335.405418559057
560,(L)Ofoten og Vesterålen,Trøndelag,Neo bulk,2025,6276.2058407357
561,(L)Ofoten og Vesterålen,Trøndelag,Neo bulk,2030,7386.498864231644
562,(L)Ofoten og Vesterålen,Trøndelag,Neo bulk,2040,8204.34624966224
563,(L)Ofoten og Vesterålen,Trøndelag,Neo bulk,2050,9047.439135787363
564,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (fast),2018,1580.5594968962962
565,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (fast),2020,1507.4431929242537
566,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (fast),2025,1776.9286878469154
567,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (fast),2030,2096.321393733404
568,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (fast),2040,2381.4786936946984
569,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (fast),2050,2774.358758455535
570,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (slow),2018,28.294569621487717
571,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (slow),2020,28.62031911770813
572,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (slow),2025,33.34684725804334
573,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (slow),2030,38.88840801171449
574,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (slow),2040,42.4297897964592
575,(L)Ofoten og Vesterålen,Vestfold og Telemark,Break bulk (slow),2050,48.7174964374014
576,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (fast),2018,254.3197691124587
577,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (fast),2020,241.39063211017077
578,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (fast),2025,281.38460073982355
579,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (fast),2030,328.1171797049984
580,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (fast),2040,406.28855463017356
581,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (fast),2050,475.6469402393883
582,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (slow),2018,1420.329444941347
583,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (slow),2020,1337.2618081781316
584,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (slow),2025,1521.4113369774361
585,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (slow),2030,1731.2650400095483
586,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (slow),2040,2069.8654202405037
587,(L)Ofoten og Vesterålen,Vestfold og Telemark,Container (slow),2050,2370.022540234314
588,(L)Ofoten og Vesterålen,Vestfold og Telemark,Dry bulk,2018,67463.36534187861
589,(L)Ofoten og Vesterålen,Vestfold og Telemark,Dry bulk,2020,66232.99812301277
590,(L)Ofoten og Vesterålen,Vestfold og Telemark,Dry bulk,2025,79371.7940644822
591,(L)Ofoten og Vesterålen,Vestfold og Telemark,Dry bulk,2030,95214.99065374413
592,(L)Ofoten og Vesterålen,Vestfold og Telemark,Dry bulk,2040,100416.15695446372
593,(L)Ofoten og Vesterålen,Vestfold og Telemark,Dry bulk,2050,114627.74049282758
594,(L)Ofoten og Vesterålen,Vestfold og Telemark,Liquid bulk,2018,2171.619052535381
595,(L)Ofoten og Vesterålen,Vestfold og Telemark,Liquid bulk,2020,2259.166300698769
596,(L)Ofoten og Vesterålen,Vestfold og Telemark,Liquid bulk,2025,2106.9752720010742
597,(L)Ofoten og Vesterålen,Vestfold og Telemark,Liquid bulk,2030,1965.1387720624648
598,(L)Ofoten og Vesterålen,Vestfold og Telemark,Liquid bulk,2040,1550.7484612258568
599,(L)Ofoten og Vesterålen,Vestfold og Telemark,Liquid bulk,2050,1259.5044864363588
600,(L)Ofoten og Vesterålen,Vestfold og Telemark,Neo bulk,2018,66.94407973652193
601,(L)Ofoten og Vesterålen,Vestfold og Telemark,Neo bulk,2020,67.40910635884511
602,(L)Ofoten og Vesterålen,Vestfold og Telemark,Neo bulk,2025,76.51602145370886
603,(L)Ofoten og Vesterålen,Vestfold og Telemark,Neo bulk,2030,86.8713783701088
604,(L)Ofoten og Vesterålen,Vestfold og Telemark,Neo bulk,2040,92.94955619582525
605,(L)Ofoten og Vesterålen,Vestfold og Telemark,Neo bulk,2050,102.48988003502502
606,(L)Ofoten og Vesterålen,Viken,Break bulk (fast),2018,13972.43237521744
607,(L)Ofoten og Vesterålen,Viken,Break bulk (fast),2020,13373.607959467727
608,(L)Ofoten og Vesterålen,Viken,Break bulk (fast),2025,15587.406695384096
609,(L)Ofoten og Vesterålen,Viken,Break bulk (fast),2030,18189.492104836405
610,(L)Ofoten og Vesterålen,Viken,Break bulk (fast),2040,22446.36236833603
611,(L)Ofoten og Vesterålen,Viken,Break bulk (fast),2050,27009.99619932549
612,(L)Ofoten og Vesterålen,Viken,Break bulk (slow),2018,5568.813247794461
613,(L)Ofoten og Vesterålen,Viken,Break bulk (slow),2020,5546.802305555953
614,(L)Ofoten og Vesterålen,Viken,Break bulk (slow),2025,6395.424857704508
615,(L)Ofoten og Vesterålen,Viken,Break bulk (slow),2030,7374.634096725887
616,(L)Ofoten og Vesterålen,Viken,Break bulk (slow),2040,8008.192948245194
617,(L)Ofoten og Vesterålen,Viken,Break bulk (slow),2050,9351.612476200315
618,(L)Ofoten og Vesterålen,Viken,Container (fast),2018,15997.61347967384
619,(L)Ofoten og Vesterålen,Viken,Container (fast),2020,15447.498524979424
